"Completed_At","Transaction_ID","Amount","User_ID","User_Type","Status"
"2022-01-01 00:00:00",0,23.91,741,1,FAILURE
"2022-01-01 02:35:41.454053",455,3.3,506,0,FAILURE
"2022-01-01 02:55:00.006746",515,25.9,194,0,FAILURE
"2022-01-01 03:12:50.008782",571,31.46,42,0,FAILURE
"2022-01-01 03:30:00.771504",616,36.09,183,0,FAILURE
"2022-01-01 04:53:10.000001",878,14.62,156,0,FAILURE
"2022-01-01 05:09:08.468599",919,18.32,383,1,FAILURE
"2022-01-01 05:57:50",1069,12.78,67,0,FAILURE
"2022-01-01 06:11:20.000073",1115,25.98,129,0,FAILURE
"2022-01-01 06:46:23.009157",1233,32.55,601,1,FAILURE
"2022-01-01 06:47:59.853875",1146,24.37,955,0,FAILURE
"2022-01-01 07:26:30.603419",1330,30.82,7,0,FAILURE
"2022-01-01 07:49:30.549884",1426,15.57,854,0,FAILURE
"2022-01-01 08:39:35.214351",1290,12.36,234,0,FAILURE
"2022-01-01 09:51:50.000551",1809,19.52,883,1,FAILURE
"2022-01-01 10:33:40.000256",1939,47.66,887,0,FAILURE
"2022-01-01 11:01:51.018265",2023,23.45,470,0,FAILURE
"2022-01-01 11:12:30.162276",2052,13.0,353,0,FAILURE
"2022-01-01 13:41:19.193187",2468,23.49,462,1,FAILURE
"2022-01-01 14:17:12.120151",2617,15.11,929,0,FAILURE
"2022-01-01 15:53:10.000014",2922,2.99,780,0,FAILURE
"2022-01-01 16:23:55.552800",2697,10.82,867,0,FAILURE
"2022-01-01 17:24:08.826705",281,33.44,772,0,FAILURE
"2022-01-01 17:45:53.755070",3243,30.7,598,0,FAILURE
"2022-01-01 18:08:00.001298",3314,31.18,511,0,FAILURE
"2022-01-01 18:41:18.557365",398,24.29,846,0,FAILURE
"2022-01-01 20:02:41.088681",3669,2.25,820,1,FAILURE
"2022-01-01 20:41:40.015447",3781,19.29,424,0,FAILURE
"2022-01-01 20:50:12.977040",3772,24.63,120,1,FAILURE
"2022-01-01 22:18:35.197597",4061,9.56,17,0,FAILURE
"2022-01-01 22:22:46.867810",3271,41.29,535,0,FAILURE
"2022-01-02 00:51:54.041413",4461,20.52,20,0,FAILURE
"2022-01-02 01:23:00.463157",4363,19.99,420,1,FAILURE
"2022-01-02 03:22:21.364415",4887,32.0,623,1,FAILURE
"2022-01-02 04:45:29.189004",5202,8.85,897,1,FAILURE
"2022-01-02 06:39:40.000031",5539,29.13,868,0,FAILURE
"2022-01-02 06:47:40.000033",5564,19.99,730,0,FAILURE
"2022-01-02 07:32:26.412914",4503,7.14,940,0,FAILURE
"2022-01-02 07:38:52.831877",5717,35.95,906,0,FAILURE
"2022-01-02 11:38:16.911036",5130,21.15,200,0,FAILURE
"2022-01-02 11:41:58.653502",6443,26.58,616,1,FAILURE
"2022-01-02 11:50:16.807791",6417,0.01,958,0,FAILURE
"2022-01-02 12:35:35.086684",5604,21.67,717,0,FAILURE
"2022-01-02 13:04:12.714610",6692,35.69,761,0,FAILURE
"2022-01-02 13:19:30.208261",6741,10.23,355,0,FAILURE
"2022-01-02 13:22:57.007827",6749,0.01,219,0,FAILURE
"2022-01-02 15:22:30.000181",7081,33.6,61,0,FAILURE
"2022-01-02 15:57:40.694245",7184,43.05,953,1,FAILURE
"2022-01-02 16:30:51.089779",7011,27.21,116,0,FAILURE
"2022-01-02 20:19:12.646858",7930,48.27,954,1,FAILURE
"2022-01-02 20:29:35.295629",7979,19.22,582,0,FAILURE
"2022-01-02 23:43:10.000031",8553,19.69,124,0,FAILURE
"2022-01-02 23:55:00.000934",8588,8.77,413,1,FAILURE
"2022-01-03 00:03:39.763055",8136,20.01,926,0,SUCCESS
"2022-01-03 03:27:30.009661",9232,30.57,84,0,FAILURE
"2022-01-03 03:56:40.000015",9321,26.21,839,0,FAILURE
"2022-01-03 04:53:20.134201",9498,6.06,194,0,FAILURE
